--- model polynom_b (rz > 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]    angle[deg]   PolyB(n=0)     PolyB(n=1)     PolyB(n=2)     PolyB(n=3)     PolyB(n=4)     PolyB(n=5)     PolyB(n=6)     PolyB(n=7)     PolyB(n=8)     PolyB(n=10)   
 0.0010 ,  +0.01876 ,  +0.0000e+00 ,  +3.4013e-03 ,  -2.6149e+01 ,  +2.6919e+02 ,  -4.4059e+05 ,  -3.2764e+05 ,  +3.9738e+08 ,  +2.2226e+10 ,  -6.1421e+13 ,  +2.7391e+17 , 
 0.0040 ,  +0.07321 ,  +0.0000e+00 ,  -2.7099e-03 ,  -2.4094e+01 ,  +2.6637e+02 ,  -4.1216e+05 ,  -6.3756e+05 ,  +6.9823e+08 ,  +2.2260e+10 ,  -5.7405e+13 ,  +2.5330e+17 , 
 0.0050 ,  +0.08139 ,  +0.0000e+00 ,  -1.9005e-02 ,  -1.7042e+01 ,  +1.5325e+02 ,  -2.7120e+05 ,  -2.1161e+05 ,  +1.0007e+09 ,  +1.2617e+10 ,  -3.6394e+13 ,  +1.6505e+17 , 
 0.0050 ,  +0.06907 ,  +0.0000e+00 ,  -2.5165e-02 ,  -1.0186e+01 ,  +1.0468e+02 ,  -1.5542e+05 ,  -8.5844e+05 ,  +1.5269e+09 ,  +9.9466e+09 ,  -2.6277e+13 ,  +1.1658e+17 , 
 0.0050 ,  +0.05966 ,  +0.0000e+00 ,  -2.4797e-02 ,  -6.9762e+00 ,  +3.3342e+01 ,  -1.1523e+05 ,  -4.3924e+05 ,  +2.0300e+09 ,  +6.6641e+09 ,  -2.7380e+13 ,  +1.1557e+17 , 
 0.0100 ,  +0.09808 ,  +0.0000e+00 ,  -2.4389e-02 ,  -5.2432e+00 ,  +1.9146e+01 ,  -7.8660e+04 ,  -5.4000e+05 ,  +1.9551e+09 ,  +6.3300e+09 ,  -2.5467e+13 ,  +1.0722e+17 , 
 0.0100 ,  +0.07566 ,  +0.0000e+00 ,  -2.3441e-02 ,  -3.8082e+00 ,  +2.0186e+01 ,  -4.3213e+04 ,  -6.3800e+05 ,  +1.3933e+09 ,  +6.0668e+09 ,  -1.8818e+13 ,  +8.1043e+16 , 
 0.0100 ,  +0.05759 ,  +0.0000e+00 ,  -1.7634e-02 ,  -2.3572e+00 ,  +6.7795e+00 ,  -2.1721e+04 ,  -3.3801e+05 ,  +8.2500e+08 ,  +3.6877e+09 ,  -1.1592e+13 ,  +5.1011e+16 , 
 0.0100 ,  +0.04552 ,  +0.0000e+00 ,  +2.6931e-03 ,  -1.1736e+00 ,  -1.0481e+01 ,  +1.8618e+03 ,  -5.9969e+04 ,  +1.8373e+08 ,  +2.0371e+09 ,  -4.1736e+12 ,  +2.1866e+16 , 
 0.0320 ,  +0.11881 ,  +0.0000e+00 ,  +1.8078e-02 ,  +8.0672e-01 ,  -3.4226e+01 ,  +1.5432e+04 ,  +4.8792e+05 ,  -2.6147e+08 ,  -1.3794e+09 ,  +1.1459e+12 ,  +6.3823e+14 , 
 0.0320 ,  +0.09652 ,  +0.0000e+00 ,  -1.1911e-01 ,  +1.7127e-01 ,  -4.5604e+01 ,  +2.3473e+04 ,  +1.0081e+06 ,  -5.7171e+08 ,  -4.9767e+09 ,  +5.1548e+12 ,  -1.5742e+16 , 
 0.1600 ,  +0.62174 ,  +0.0000e+00 ,  -8.9644e-01 ,  +4.0221e-01 ,  +1.3846e+01 ,  +9.6569e+03 ,  +2.9340e+05 ,  -3.9187e+08 ,  -2.4721e+09 ,  +5.1522e+12 ,  -2.1633e+16 , 
 0.1600 ,  +0.62298 ,  +0.0000e+00 ,  -9.0713e-01 ,  -4.8948e-02 ,  +2.4550e+01 ,  +1.0896e+04 ,  -2.5176e+05 ,  -2.0151e+08 ,  +1.5694e+09 ,  +1.7704e+12 ,  -5.8452e+15 , 
 0.0120 ,  +0.04252 ,  +0.0000e+00 ,  -8.8542e-01 ,  +5.5677e-01 ,  -3.4439e+01 ,  -2.1248e+04 ,  +1.0095e+06 ,  +5.2611e+08 ,  -5.8331e+09 ,  -5.2587e+12 ,  +1.8747e+16 , 
 0.0140 ,  +0.03338 ,  +0.0000e+00 ,  -4.4465e-01 ,  -1.5386e+00 ,  -2.3533e+01 ,  -3.4913e+04 ,  +6.4178e+05 ,  +8.7635e+08 ,  -3.2719e+09 ,  -9.1052e+12 ,  +3.3598e+16 , 
 0.0160 ,  +0.01934 ,  +0.0000e+00 ,  -1.1090e-01 ,  -1.6002e+00 ,  -1.1077e+01 ,  -3.0826e+04 ,  +2.0935e+05 ,  +7.8749e+08 ,  -6.8688e+08 ,  -8.4631e+12 ,  +3.2230e+16 , 
 0.0350 ,  +0.01407 ,  +1.3852e-03 ,  -2.0080e-02 ,  -8.9266e-01 ,  +2.1708e+01 ,  -1.4426e+04 ,  -4.8652e+05 ,  +2.3035e+08 ,  +3.2061e+09 ,  -1.2990e+12 ,  +1.5287e+15 , 
