--- model polynom_b (rz > 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]     angle[deg]     PolyB(n=0)     PolyB(n=1)     PolyB(n=2)     PolyB(n=3)     PolyB(n=4)     PolyB(n=5)     PolyB(n=6)     PolyB(n=7)     PolyB(n=8)     PolyB(n=10)   
 0.0010 ,  +0.01877237 ,  -7.0226e-04 ,  -9.0701e-03 ,  -2.5787e+01 ,  +2.3255e+02 ,  -4.6697e+05 ,  -2.7747e+06 ,  +1.3257e+09 ,  +1.8323e+10 ,  -6.8771e+13 ,  +2.9184e+17 , 
 0.0040 ,  +0.07328132 ,  -6.7616e-04 ,  -1.3879e-02 ,  -2.4660e+01 ,  +2.9871e+02 ,  -3.7684e+05 ,  -4.1378e+06 ,  +2.5337e+07 ,  +2.5449e+10 ,  -4.7596e+13 ,  +2.0574e+17 , 
 0.0050 ,  +0.08148553 ,  -6.1144e-04 ,  -2.8801e-02 ,  -1.7801e+01 ,  +3.6871e+02 ,  -2.2032e+05 ,  -5.0334e+06 ,  -2.6197e+08 ,  +2.6239e+10 ,  -2.0228e+13 ,  +9.3754e+16 , 
 0.0050 ,  +0.06914368 ,  -5.1129e-04 ,  -3.1961e-02 ,  -1.0633e+01 ,  +2.6266e+02 ,  -1.3587e+05 ,  -3.4745e+06 ,  +1.0814e+09 ,  +1.6316e+10 ,  -1.9693e+13 ,  +8.3970e+16 , 
 0.0050 ,  +0.05971553 ,  -4.3547e-04 ,  -3.1123e-02 ,  -7.4779e+00 ,  +2.3303e+02 ,  -9.6781e+04 ,  -3.4466e+06 ,  +1.6056e+09 ,  +1.6601e+10 ,  -2.1201e+13 ,  +8.5212e+16 , 
 0.0100 ,  +0.09814158 ,  -3.9020e-04 ,  -2.9060e-02 ,  -5.8199e+00 ,  +1.8120e+02 ,  -4.9197e+04 ,  -2.8087e+06 ,  +1.1774e+09 ,  +1.3660e+10 ,  -1.5536e+13 ,  +6.3493e+16 , 
 0.0100 ,  +0.07567658 ,  -4.1171e-04 ,  -2.6619e-02 ,  -3.9549e+00 ,  +1.2726e+02 ,  -4.1217e+04 ,  -2.0201e+06 ,  +1.2948e+09 ,  +1.0004e+10 ,  -1.6255e+13 ,  +6.5679e+16 , 
 0.0100 ,  +0.05755237 ,  -5.3321e-04 ,  -2.0930e-02 ,  -2.3797e+00 ,  +1.0454e+02 ,  -2.6299e+04 ,  -1.6781e+06 ,  +9.2524e+08 ,  +8.3331e+09 ,  -1.1704e+13 ,  +4.7612e+16 , 
 0.0100 ,  +0.04544368 ,  -7.3281e-04 ,  -2.7549e-03 ,  -9.2436e-01 ,  +5.3833e+01 ,  -1.6959e+04 ,  -9.0948e+05 ,  +5.9360e+08 ,  +4.7882e+09 ,  -7.4228e+12 ,  +3.0324e+16 , 
 0.0320 ,  +0.11887053 ,  -6.4063e-04 ,  +9.7836e-03 ,  +1.3134e+00 ,  +3.2812e+01 ,  -3.2151e+04 ,  -5.1840e+05 ,  +9.4892e+08 ,  +2.9342e+09 ,  -1.1100e+13 ,  +4.4226e+16 , 
 0.0320 ,  +0.09719947 ,  -7.5312e-05 ,  -1.2418e-01 ,  +7.6225e-01 ,  +3.0486e+01 ,  -3.2079e+04 ,  -3.7604e+05 ,  +9.2850e+08 ,  +2.2939e+09 ,  -1.0782e+13 ,  +4.3237e+16 , 
 0.1600 ,  +0.62160500 ,  -1.0339e-05 ,  -8.9606e-01 ,  +2.6638e-01 ,  -9.0172e+00 ,  +5.0881e+03 ,  +4.3323e+05 ,  -7.9333e+07 ,  -2.0419e+09 ,  +5.8190e+11 ,  -1.5072e+15 , 
 0.1600 ,  +0.62274316 ,  -2.9334e-05 ,  -9.0537e-01 ,  +2.5564e-01 ,  +3.0695e+00 ,  -3.4547e+03 ,  +1.1034e+05 ,  +7.5015e+07 ,  -4.5056e+08 ,  -7.0540e+11 ,  +2.5450e+15 , 
 0.0120 ,  +0.04249447 ,  -9.9855e-05 ,  -8.8267e-01 ,  -1.5298e-01 ,  +3.1693e+01 ,  +3.1240e+04 ,  -3.3798e+05 ,  -8.3093e+08 ,  +1.9903e+09 ,  +9.2735e+12 ,  -3.6578e+16 , 
 0.0140 ,  +0.03339316 ,  -1.3344e-04 ,  -4.4345e-01 ,  -2.4337e+00 ,  +4.0731e+01 ,  +2.9999e+04 ,  -5.7836e+05 ,  -7.5004e+08 ,  +3.2817e+09 ,  +7.9666e+12 ,  -3.0345e+16 , 
 0.0160 ,  +0.01934605 ,  -3.9011e-05 ,  -1.1181e-01 ,  -2.1422e+00 ,  +3.3835e+01 ,  +1.3031e+04 ,  -5.3462e+05 ,  -3.6547e+08 ,  +2.8318e+09 ,  +4.0283e+12 ,  -1.5454e+16 , 
 0.0350 ,  +0.01343553 ,  +6.0461e-04 ,  -2.1845e-02 ,  -1.1253e+00 ,  +1.0588e+02 ,  -2.1098e+04 ,  -1.7253e+06 ,  +7.2268e+08 ,  +8.7090e+09 ,  -8.8132e+12 ,  +3.5888e+16 , 
