--- model polynom_b (rz < 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]     angle[deg]     PolyB(n=0)     PolyB(n=1)     PolyB(n=2)     PolyB(n=3)     PolyB(n=4)     PolyB(n=5)     PolyB(n=6)     PolyB(n=7)     PolyB(n=8)     PolyB(n=10)   
 0.0010 ,  +0.01877237 ,  +5.4419e-05 ,  +1.1173e-02 ,  -2.5882e+01 ,  -3.7180e+02 ,  -4.4569e+05 ,  +2.9181e+06 ,  -9.5789e+08 ,  -1.3878e+10 ,  -4.1944e+13 ,  +1.9420e+17 , 
 0.0040 ,  +0.07328132 ,  +1.0755e-04 ,  +7.2526e-03 ,  -2.3390e+01 ,  -4.6889e+02 ,  -4.3593e+05 ,  +5.0580e+06 ,  -3.6446e+08 ,  -2.3926e+10 ,  -3.9166e+13 ,  +1.7242e+17 , 
 0.0050 ,  +0.08148553 ,  +2.8744e-04 ,  -8.7536e-03 ,  -1.5245e+01 ,  -5.5136e+02 ,  -3.2404e+05 ,  +7.8650e+06 ,  +4.1017e+08 ,  -3.6484e+10 ,  -2.0404e+13 ,  +8.4602e+16 , 
 0.0050 ,  +0.06914368 ,  +3.3468e-04 ,  -1.6195e-02 ,  -8.2190e+00 ,  -4.9313e+02 ,  -2.0868e+05 ,  +7.6233e+06 ,  +1.2292e+09 ,  -3.5502e+10 ,  -1.3844e+13 ,  +4.9749e+16 , 
 0.0050 ,  +0.05971553 ,  +2.9951e-04 ,  -1.8057e-02 ,  -5.6571e+00 ,  -4.0881e+02 ,  -1.2799e+05 ,  +6.4635e+06 ,  +1.0328e+09 ,  -3.0523e+10 ,  -9.1186e+12 ,  +3.0283e+16 , 
 0.0100 ,  +0.09814158 ,  +2.6183e-04 ,  -1.9346e-02 ,  -3.9091e+00 ,  -3.1561e+02 ,  -9.8214e+04 ,  +5.0580e+06 ,  +1.3569e+09 ,  -2.4287e+10 ,  -1.2633e+13 ,  +4.4861e+16 , 
 0.0100 ,  +0.07567658 ,  +2.7771e-04 ,  -2.0234e-02 ,  -2.4193e+00 ,  -2.5384e+02 ,  -7.1552e+04 ,  +4.1849e+06 ,  +1.1451e+09 ,  -2.0544e+10 ,  -1.0299e+13 ,  +3.5878e+16 , 
 0.0100 ,  +0.05755237 ,  +4.0086e-04 ,  -1.8846e-02 ,  -1.1979e+00 ,  -1.7570e+02 ,  -4.8579e+04 ,  +2.9667e+06 ,  +7.8434e+08 ,  -1.4876e+10 ,  -6.7722e+12 ,  +2.3047e+16 , 
 0.0100 ,  +0.04544368 ,  +5.3205e-04 ,  -9.0311e-03 ,  +8.6984e-02 ,  -1.2686e+02 ,  -4.6111e+04 ,  +2.1105e+06 ,  +8.8300e+08 ,  -1.0588e+10 ,  -8.3716e+12 ,  +3.0131e+16 , 
 0.0320 ,  +0.11887053 ,  +4.7481e-04 ,  -6.8156e-03 ,  +1.9921e+00 ,  -6.7356e+01 ,  -3.5039e+04 ,  +1.2013e+06 ,  +6.0680e+08 ,  -6.3327e+09 ,  -5.3371e+12 ,  +1.8153e+16 , 
 0.0320 ,  +0.09719947 ,  +3.5602e-04 ,  -1.3814e-01 ,  +1.1421e+00 ,  -1.5653e+01 ,  -2.6358e+04 ,  +5.2862e+05 ,  +4.3345e+08 ,  -3.1601e+09 ,  -3.5169e+12 ,  +1.1039e+16 , 
 0.1600 ,  +0.62160500 ,  -1.7607e-05 ,  -8.9569e-01 ,  +9.4775e-01 ,  +8.0627e+01 ,  -1.5799e+04 ,  -1.0310e+06 ,  +2.4207e+08 ,  +5.2684e+09 ,  -1.8027e+12 ,  +5.1212e+15 , 
 0.1600 ,  +0.62274316 ,  -1.4771e-05 ,  -9.0437e-01 ,  -1.1505e-02 ,  +1.7287e+01 ,  +1.8372e+03 ,  +2.8948e+05 ,  +2.7803e+07 ,  -2.4405e+09 ,  -3.8245e+11 ,  +1.2960e+15 , 
 0.0120 ,  +0.04249447 ,  -1.3797e-04 ,  -8.7978e-01 ,  +2.9792e-01 ,  +1.0638e+01 ,  -1.3222e+04 ,  -3.0257e+05 ,  +3.3737e+08 ,  +3.0308e+09 ,  -3.2231e+12 ,  +1.1020e+16 , 
 0.0140 ,  +0.03339316 ,  -1.5674e-04 ,  -4.4227e-01 ,  -2.0812e+00 ,  +8.3018e+00 ,  +3.5380e+03 ,  -2.1226e+05 ,  -1.4384e+08 ,  +2.1289e+09 ,  +1.7707e+12 ,  -6.7510e+15 , 
 0.0160 ,  +0.01934605 ,  -9.1674e-05 ,  -1.1143e-01 ,  -2.1857e+00 ,  +6.7983e+00 ,  +1.0125e+04 ,  -1.5044e+05 ,  -2.8054e+08 ,  +1.0172e+09 ,  +2.9784e+12 ,  -1.0887e+16 , 
 0.0350 ,  +0.01343553 ,  -8.7151e-04 ,  -1.8820e-02 ,  -1.2408e+00 ,  +3.1466e+01 ,  +5.1159e+03 ,  -5.9647e+05 ,  -1.9973e+08 ,  +2.7463e+09 ,  +2.6774e+12 ,  -1.1613e+16 , 
